"uniqueID","form","NUMBER","LABEL","ENGLISH","SC","V","K","TC","TG","SKIP","repeatability","REPEATABILITY.QUESTION","REPEATABILITY.SKIP","REPEATABILITY.NUMBER"
2390,"S7","o","MNT7r.","Feeling detached or distant from yourself, your body, your physical surroundings, or your memories?","感觉与自己、自己的身体、物理环境或记忆脱离或疏离","Cảm giác tách rời hoặc xa cách với bản thân, cơ thể, môi trường xung quanh hoặc ký ức của mình?","본인의 신체 또는 물리적 환경 또는 기억에서 분리되었거나 멀어졌다고 느낌","感覺與您自己、自己的身體、物理環境或記憶脫離或疏離？","Pakiramdam na hiwalay o malayo sa inyong sarili, katawan, mga pisikal na kapaligiran, o mga alaala?",NA,NA,NA,NA,NA
2391,"S7","p","MNT7s.","Not knowing who you really are or what you want out of life?","不确定自己是谁  或想要什么样的生活","Không biết quý vị thực sự là ai hoặc quý vị muốn gì trong cuộc sống?","진정한 자신이 누구인지 또는 인생에서 무엇을 원하는지 모름","不確定您自己真正的身份或想要的生活？","Hindi ninyo alam kung sino kayo talaga o kung ano ang gusto ninyo sa buhay?",NA,NA,NA,NA,NA
2392,"S7","q","MNT7t.","Not feeling close to other people or enjoying your relationships with them?","感觉与他人的关系不亲近或不享受与他们的相处","Không gần gũi với người khác hoặc không tận hưởng mối quan hệ với họ?","다른 사람들과 친밀감을 형성하지 못하거나 그들과의 관계를 즐길 수 없음","感覺與他人的關係不親近或不享受與他們的相處？","Pakiramdam na hindi malapit sa ibang tao o hindi nasisiyahan sa inyong mga relasyon sa kanila?",NA,NA,NA,NA,NA
2393,"S7","r","MNT7u.","Drinking at least 4 drinks of any kind of alcohol in a single day?","在一天内至少喝 4 杯任何类型的酒","Uống ít nhất 4 ly đồ uống có cồn trong một ngày?","종류와 무관하게 하루에 술을 4잔 이상 마심","在一天內至少喝 4 杯任何類型的酒？","Pag-inom ng mang lamang 4 na inumin ng anumang uri ng alak sa isang araw?",NA,NA,NA,NA,NA
2394,"S7","s","MNT7v.","Smoking any cigarettes, a cigar, or pipe, or using snuff or chewing tobacco?","吸任何香烟、抽雪茄或烟斗，或使用鼻烟或咀嚼烟草","Hút thuốc lá, xì gà, tẩu thuốc, hoặc sử dụng thuốc lá hít hay nhai thuốc lá?","담배, 시가 또는 파이프 담배를 피우거나 코담배 또는 씹는 담배를 사용함","吸任何香菸、雪茄或煙斗，或使用鼻煙或咀嚼煙草？","Paninigarilyo ng anumang sigarilyo, tabako, o pipe, o paggamit ng snuff o nginunguyang tabako?",NA,NA,NA,NA,NA
2395,"S7","t","MNT7w.","Using any of the following medicines \textbf{ON YOUR OWN}, that is, without a doctor's prescription, in greater amounts or longer than prescribed [e.g., painkillers (like Vicodin), stimulants (like Ritalin or Adderall), sedatives or tranquilizers (like sleeping pills or Valium), or drugs like marijuana, cocaine or crack, club drugs (like ecstasy), hallucinogens (like LSD), heroin, inhalants or solvents (like glue), or methamphetamine (like speed)]?","\CJKunderline{自行使用}以下任何药物，即未经医生处方，或超出了处方推荐的剂量 [比如：止痛药（如 Vicodin）、兴奋剂（如 Ritalin 或 Adderall）、镇静剂或安定剂（如安眠药或 Valium），或大麻、可卡因或助兴药（如摇头丸）、迷幻剂（如 LSD）、海洛因、吸入剂或溶剂（如强力胶）或甲基苯丙胺（如 speed）等毒品]","\textbf{TỰ} sử dụng bất kỳ loại thuốc nào sau đây, nghĩa là khi không có toa thuốc của bác sĩ, với số lượng lớn hơn hoặc lâu hơn so với chỉ định [ví dụ: thuốc giảm đau (như Vicodin), chất kích thích (như Ritalin hoặc Adderall), thuốc an thần hoặc thuốc an thần nhẹ (như thuốc ngủ hoặc Valium), hoặc các chất gây nghiện khác như cần sa, cocain, thuốc lắc, chất gây ảo giác, heroin, chất hít hoặc dung môi (như keo dán) hoặc methamphetamine (như speed)]?","의료진의 처방 없이 또는 처방된 기간보다 더 오랫동안 약물[예: 진통제(예: 비코딘), 각성제(예: 리탈린 또는 애더럴), 진정제 또는 신경안정제(예: 수면제 또는 발륨) 또는 마리화나, 코카인 또는 크랙과 같은 약물, 클럽 약물(예: 엑스터시), 환각제(예: LSD), 헤로인, 흡입제 또는 용제(예: 접착제) 또는 메스암페타민(예: 스피드)]을 복용함","未經醫生處方，\CJKunderline{自行使用}以下任何藥物超出了處方的劑量或時間 [例如：止痛藥（如 Vicodin）、興奮劑（如 Ritalin 或 Adderall）、鎮靜劑或安定劑（如安眠藥或 Valium），或大麻、可卡因或助興藥（如搖頭丸）、迷幻劑（如 LSD）、海洛因、吸入劑或溶劑（如強力膠）、或甲基苯丙胺（如 speed）等毒品]？","Gumamit ng alinman sa mga sumusunod na gamot \textbf{SA INYONG SARILI}, ibig sabihin, nang walang reseta ng doktor, sa mas maraming dami o mas mahaba kaysa sa inireseta [halimbawa, mga pangtanggal ng pananakit (tulad ng Vicodin), stimulant (tulad ng Ritalin o Adderall), gamot na pampaginhawa o pampakalma (tulad ng mga sleeping pill o Valium), o mga bawal na gamot tulad ng marijuana, cocaine o crack, club drugs (tulad ng ecstasy), hallucinogen (tulad ng LSD), heroin, mga nilalanghap o solvent (tulad ng pandikit), o methamphetamine (tulad ng speed)]?",NA,NA,NA,NA,NA
2396,"S7",NA,"SUB0.","Substance Use","药物/酒精使用","Sử Dụng Chất Kích Thích","약물 사용","藥物/酒精使用","Paggamit ng Kontroladong Kemikal",NA,NA,NA,NA,NA
2397,"S7",NA,"SUB0.1","The next questions are about marijuana, also called cannabis or weed, hashish, and other products containing THC. There are many methods for consuming these products, such as smoking, vaporizing, dabbing, eating, or drinking.","接下来的问题涉及大麻 (marijuana, cannabis, weed)，也称作哈希什 (hashish)，以及其他含四氢大麻酚 （THC） 的产品。这些产品有多种使用方式，比如吸烟及蒸汽、熔化吸食、食用或饮用。","Câu hỏi tiếp theo là về cần sa, hay còn được gọi là gai dầu hoặc cỏ khô, nhựa cây cần sa, và các sản phẩm khác có chứa THC. Có nhiều cách thức sử dụng những sản phẩm này như hút, hít hơi, hút nhựa cô đặc, ăn hoặc uống.","다음 질문은 대마초나 위드, 대마수지로도 불리는 마리화나와, THC를 함유한 기타 제품에 대한 것입니다. 이러한 제품을 소비하는 방법으로는 흡연하기, 기화시키기, 바르기, 먹기, 또는 마시기 등 여러 가지가 있습니다.","接下來的問題是關於大麻、哈希什 (hashish) 及其他含有四氫大麻酚 (THC) 的產品。使用這些產品的方法很多，包括用抽、蒸氣、塗抹、吃或喝的方法。","Ang mga sumusunod ay mga tanong tungkol sa marijuana, na tinatawag ding cannabis o damo, hashish, at iba pang mga produkto na may THC. Maraming paraan ng paggamit ng mga produktong ito, tulad ng paghithit, pagkain, pag-inom, pagvavaporize (o pagsingaw), o dabbing.",NA,NA,NA,NA,NA
2398,"S7","11","SUB1.","Have you ever, even once, tried marijuana, hashish, or another THC product in any form?","您是否曾经，即使只有一次，尝试过任何形式的大麻、哈希什或其他含四氢大麻酚 （THC）的产品？","Quý vị đã từng thử cần sa, nhựa cây cần sa, hoặc sản phẩm khác chứa chất gây nghiện cần sa dưới bất kỳ hình thức nào chưa, dù chỉ một lần?","마리화나, 대마 또는 다른 형태의 THC 제품  을 한 번이라도 사용해 보신 적이 있습니까?","您曾否使用過大麻、哈希什 (hashish) 或其他含有四氫大麻酚 (THC)的產品，即使只用過一次？","Naranasan na ba ninyong, kahit minsan lang, gumamit ng marijuana, hashish, o iba pang produktong may THC sa kahit anong anyo?",NA,NA,NA,NA,NA
2399,"S7",NA,"SUB1.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
2400,"S7",NA,"SUB1.2","No","否","Không","아니요","否","Hindi","\seize{SUB2.}",NA,NA,NA,NA
2401,"S7",NA,"SUB1.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\seize{SUB2.}",NA,NA,NA,NA
2402,"S7","11a","SUB1a.","During the past 30 days, on how many days did you use marijuana, hashish, or another THC product?","在过去 30 天内，您有多少天使用大麻、哈希什或其他含THC 产品？","Trong vòng 30 ngày qua, có bao nhiêu ngày quý vị sử dụng cần sa, nhựa cây cần sa, hoặc sản phẩm THC khác?","지난 30일 동안 마리화나, 대마수지, 또는 THC 제품을 사용한 날은 며칠 입니까?","過去 30 天內，您有多少天使用過大麻、哈希什 (hashish) 或其他含有四氫大麻酚(THC)的產品？","Sa nakalipas na 30 araw, ilang araw kayong gumamit ng marijuana, hashish, o iba pang produktong may THC?",NA,NA,NA,NA,NA
2403,"S7",NA,"SUB1a.1","0 days","0 天","0 ngày","0 일","0 天","0 araw",NA,NA,NA,NA,NA
2404,"S7",NA,"SUB1a.2","1-2 days","1-2 天","1-2 ngày","1-2 일","1～2 天","1-2 araw",NA,NA,NA,NA,NA
2405,"S7",NA,"SUB1a.3","3-5 days","3-5 天","3-5 ngày","3-5 일","3～5 天","3-5 araw",NA,NA,NA,NA,NA
2406,"S7",NA,"SUB1a.4","6-9 days","6-9 天","6-9 ngày","6-9 일","6～9 天","6-9 na araw",NA,NA,NA,NA,NA
2407,"S7",NA,"SUB1a.5","10-19 days","10-19 天","10-19 ngày","10-19 일","10～19 天","10-19 na araw",NA,NA,NA,NA,NA
2408,"S7",NA,"SUB1a.6","20-29 days","20-29 天","20-29 ngày","20-29 일","20～29 天","20-29 na araw",NA,NA,NA,NA,NA
2409,"S7",NA,"SUB1a.7","30 days","30 天","30 ngày","30 일","30 天","30 araw",NA,NA,NA,NA,NA
2410,"S7",NA,"SUB1a.8","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot",NA,NA,NA,NA,NA
2411,"S7","12","SUB2.","Have you ever, even once, tried heroin in any form?","您是否曾经，即使只有一次，尝试过任何形式的海洛因？","Quý vị có từng, dù chỉ một lần, thử heroin dưới bất kỳ hình thức nào không?","어떤 형태로든 헤로인을 한 번이라도 사용해 본 적이 있습니까?","您曾否使用過任何形式的海洛因，即使只用過一次？","Naranasan na ba ninyo, kahit minsan, na subukang gumamit ng heroin sa anumang anyo?",NA,NA,NA,NA,NA
2412,"S7",NA,"SUB2.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
2413,"S7",NA,"SUB2.2","No","否","Không","아니요","否","Hindi","\seize{SUB3.}",NA,NA,NA,NA
2414,"S7",NA,"SUB2.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\seize{SUB3.}",NA,NA,NA,NA
2415,"S7","12a","SUB2a.","During the past 30 days, on how many days did you use heroin?","在过去 30 天内，您有多少天使用海洛因？","Trong vòng 30 ngày qua, có bao nhiêu ngày quý vị sử dụng heroin?","지난 30일 동안 헤로인을 사용한 날은 며칠입니까?","在過去 30 天內，您有多少天使用海洛因？","Sa nakalipas na 30 araw, ilang araw ninyo ginamit ang heroin?",NA,NA,NA,NA,NA
2416,"S7",NA,"SUB2a.1","0 days","0 天","0 ngày","0 일","0 天","0 na araw",NA,NA,NA,NA,NA
2417,"S7",NA,"SUB2a.2","1-2 days","1-2 天","1-2 ngày","1-2 일","1～2 天","1-2 araw",NA,NA,NA,NA,NA
2418,"S7",NA,"SUB2a.3","3-5 days","3-5 天","3-5 ngày","3-5 일","3～5 天","3-5 araw",NA,NA,NA,NA,NA
2419,"S7",NA,"SUB2a.4","6-9 days","6-9 天","6-9 ngày","6-9 일","6～9 天","6-9 na araw",NA,NA,NA,NA,NA
2420,"S7",NA,"SUB2a.5","10-19 days","10-19 天","10-19 ngày","10-19 일","10～19 天","10-19 na araw",NA,NA,NA,NA,NA
2421,"S7",NA,"SUB2a.6","20-29 days","20-29 天","20-29 ngày","20-29 일","20～29 天","20-29 na araw",NA,NA,NA,NA,NA
2422,"S7",NA,"SUB2a.7","30 days","30 天","30 ngày","30 일","30 天","30 araw",NA,NA,NA,NA,NA
2423,"S7",NA,"SUB2a.8","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot",NA,NA,NA,NA,NA
2424,"S7","13","SUB3.","Have you ever, even once, used a prescription pain killer in a way that did not follow your healthcare provider's directions? Examples include Vicodin, OxyContin, Norco, Hydrocodone, Percocet and Methadone.","您是否曾经，即使只有一次，未按医生工作者的指导使用处方止痛药？例子包括 维柯丁（Vicodin）、奥施康定（OxyContin）、耐而可 （Norco）、氢可酮 （Hydrocodone）、波考赛特 （Percocet） 和 美沙酮 （Methadone） 等","Quý vị có từng, dù chỉ một lần, sử dụng thuốc giảm đau mà không tuân theo chỉ dẫn của nhân viên y tế của quý vị không? Ví dụ như Vicodin, OxyContin, Norco, Hydrocodone, Percocet và Methadone.","의료진의 처방전 없이 처방 진통제를 사용한 적이 한 번이라도 있습니까? (처방전 진통제의 예: 바이코딘, 옥시코틴, 노르코, 하이드로코돈, 퍼코셋, 메타돈)","您曾否未按醫療人員的指示使用處方止痛藥 (例如：維柯丁（Vicodin）、奧施康定（OxyContin）、耐而可（Norco）、氫可酮（Hydrocodone）、波考賽特（Percocet）、美沙酮（Methadone）)，即使只用過一次？","Naranasan na ba ninyo, kahit minsan, ang gumamit ng iniresetang pain killer na hindi naaayon sa tagubilin ng inyong doktor na nagriseta?  Halimbawa ay Vicodin, OxyContin, Norco, Hydrocodone, Percocet at Methadone.",NA,NA,NA,NA,NA
2425,"S7",NA,"SUB3.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
2426,"S7",NA,"SUB3.2","No","否","Không","아니요","否","Hindi","\seize{SUB4.}",NA,NA,NA,NA
2427,"S7",NA,"SUB3.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\seize{SUB4.}",NA,NA,NA,NA
2428,"S7","13a","SUB3a.","During the past 30 days, on how many days did you use a prescription pain killer in a way that did not follow your healthcare provider's directions?","在过去 30 天内，您有多少天未按医疗保健提供者的指导使用处方止痛药？","Trong vòng 30 ngày qua, có bao nhiêu ngày quý vị sử dụng thuốc giảm đau mà không tuân theo chỉ dẫn của nhân viên y tế của quý vị?","지난 30일 동안 의료진의 지시를 따르지 않는 방식으로 처방 진통제를 사용한 날이 며칠입니까?","在過去 30 天內，您有多少天未按醫療人員的指示使用處方止痛藥？","Sa nakalipas na 30 araw, ilang araw ninyong ginamit ang iniresetang pain killers sa hindi sumunod sa mga tagubilin ng inyong doktor?",NA,NA,NA,NA,NA
2429,"S7",NA,"SUB3a.1","0 days","0 天","0 ngày","0 일","0 天","0 na araw",NA,NA,NA,NA,NA
2430,"S7",NA,"SUB3a.2","1-2 days","1-2 天","1-2 ngày","1-2 일","1～2 天","1-2 araw",NA,NA,NA,NA,NA
2431,"S7",NA,"SUB3a.3","3-5 days","3-5 天","3-5 ngày","3-5 일","3～5 天","3-5 araw",NA,NA,NA,NA,NA
2432,"S7",NA,"SUB3a.4","6-9 days","6-9 天","6-9 ngày","6-9 일","6～9 天","6-9 na araw",NA,NA,NA,NA,NA
2433,"S7",NA,"SUB3a.5","10-19 days","10-19 天","10-19 ngày","10-19 일","10～19 天","10-19 na araw",NA,NA,NA,NA,NA
2434,"S7",NA,"SUB3a.6","20-29 days","20-29 天","20-29 ngày","20-29 일","20～29 天","20-29 na araw",NA,NA,NA,NA,NA
2435,"S7",NA,"SUB3a.7","30 days","30 天","30 ngày","30 일","30 天","30 araw",NA,NA,NA,NA,NA
2436,"S7",NA,"SUB3a.8","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot",NA,NA,NA,NA,NA
2437,"S7","14","SUB4.","Have you ever, even once, tried methamphetamines in any form?","您是否曾经，即使只有一次，尝试过任何形式的甲基苯丙胺（俗称``冰毒''）？","Quý vị có từng, dù chỉ một lần, thử sử dụng methamphetamine dưới bất kỳ hình thức nào không?","어떤 형태로든 메스암페타민을 한 번이라도 사용해 본 적이 있습니까?","您曾否使用過任何形式的安非他命(例如：冰毒、甲基安非他命)，即使只用過一次？","Naranasan na ba ninyo, kahit minsan, na subukang gumamit ng shabu (methamphetamine) sa anumang anyo?",NA,NA,NA,NA,NA
2438,"S7",NA,"SUB4.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
2439,"S7",NA,"SUB4.2","No","否","Không","아니요","否","Hindi","\seize{SUB5.}",NA,NA,NA,NA
2440,"S7",NA,"SUB4.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\seize{SUB5.}",NA,NA,NA,NA
2441,"S7","14a","SUB4a.","During the past 30 days, on how many days did you use methamphetamines?","在过去 30 天内，您有多少天使用甲基苯丙胺（俗称``冰毒''）？","Trong vòng 30 ngày qua, có bao nhiêu ngày quý vị sử dụng methamphetamine?","지난 30일 동안 메스암페타민을 사용한 날은 며칠입니까?","在過去 30 天內，您有多少天使用安非他命（例如：冰毒、甲基安非他命）？","Sa nakalipas na 30 araw, ilang araw kayong gumamit ng shabu (methamphetamine)?",NA,NA,NA,NA,NA
2442,"S7",NA,"SUB4a.1","0 days","0 天","0 ngày","0 일","0 天","0 na araw",NA,NA,NA,NA,NA
2443,"S7",NA,"SUB4a.2","1-2 days","1-2 天","1-2 ngày","1-2 일","1～2 天","1-2 araw",NA,NA,NA,NA,NA
2444,"S7",NA,"SUB4a.3","3-5 days","3-5 天","3-5 ngày","3-5 일","3～5 天","3-5 araw",NA,NA,NA,NA,NA
2445,"S7",NA,"SUB4a.4","6-9 days","6-9 天","6-9 ngày","6-9 일","6～9 天","6-9 na araw",NA,NA,NA,NA,NA
2446,"S7",NA,"SUB4a.5","10-19 days","10-19 天","10-19 ngày","10-19 일","10～19 天","10-19 na araw",NA,NA,NA,NA,NA
2447,"S7",NA,"SUB4a.6","20-29 days","20-29 天","20-29 ngày","20-29 일","20～29 天","20-29 na araw",NA,NA,NA,NA,NA
2448,"S7",NA,"SUB4a.7","30 days","30 天","30 ngày","30 일","30 天","30 araw",NA,NA,NA,NA,NA
2449,"S7",NA,"SUB4a.8","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot",NA,NA,NA,NA,NA
2450,"S7","15","SUB5.","Have you ever, even once, used any prescription stimulants (such as Adderall\textregistered, Dexedrine\textregistered) in any way a healthcare provider did not direct you to use?","您是否曾经，即使只有一次，未按医疗工作者的指导使用过任何处方兴奋剂（比如：阿德拉（Adderall\textregistered）、迪西卷（Dexedrine\textregistered））？","Quý vị có từng, dù chỉ một lần, sử dụng bất kỳ loại thuốc kích thích nào (chẳng hạn như Adderall\textregistered, Dexedrine\textregistered) theo bất kỳ cách nào không theo chỉ dẫn của nhân viên y tế không?","처방이 필요한 각성제 (예: 애더럴, 덱세드린)를 의료지의 지시와 다르게 사용한 적이 있습니까?","您曾否未按醫療人員的指示使用過任何處方興奮劑（例如： Adderall®、Dexedrine®），即使只用過一次？","Naranasan na ba ninyo, kahit minsan, na gumamit ng anumang iniresetang stimulant (tulad ng Adderall®, Dexedrine®) sa anumang paraan na hindi kayo sinabihang gamitin ng inyong doktor o nars?",NA,NA,NA,NA,NA
2451,"S7",NA,"SUB5.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
2452,"S7",NA,"SUB5.2","No","否","Không","아니요","否","Hindi","\jump{subsec:RLE}",NA,NA,NA,NA
2453,"S7",NA,"SUB5.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\jump{subsec:RLE}",NA,NA,NA,NA
2454,"S7","15a","SUB5a.","During the past 30 days, on how many days did you use prescription stimulants (such as Adderall\textregistered, Dexedrine\textregistered) in any way a healthcare provider did not direct you to use?","在过去 30 天内，您有多少天未按医疗保健提供者的指导使用处方兴奋剂（比如： 阿德拉 （Adderall\textregistered）、迪西卷（Dexedrine\textregistered））？","Trong vòng 30 ngày qua, có bao nhiêu ngày quý vị sử dụng thuốc kích thích (như Adderall\textregistered, Dexedrine\textregistered) theo bất kỳ cách nào không phải theo chỉ dẫn của nhân viên y tế?","지난 30일 동안 의료진의 지시와 다른 방식으로 처방 각성제(예: 애더럴, 덱세드린®)를 사용한 날은 며칠입니까?","在過去 30 天內，您有多少天未按醫療人員的指示使用過任何處方興奮劑（例如：Adderall®、Dexedrine®）？","Sa nakalipas na 30 araw, ilang araw ninyo ginamit ang mga iniresetang stimulant (tulad ng Adderall®, Dexedrine®) sa anumang paraan na hindi kayo inutusan ng inyong doktor o nars na gamitin?",NA,NA,NA,NA,NA
2455,"S7",NA,"SUB5a.1","0 days","0 天","0 ngày","0 일","0 天","0 na araw",NA,NA,NA,NA,NA
2456,"S7",NA,"SUB5a.2","1-2 days","1-2 天","1-2 ngày","1-2 일","1～2 天","1-2 araw",NA,NA,NA,NA,NA
2457,"S7",NA,"SUB5a.3","3-5 days","3-5 天","3-5 ngày","3-5 일","3～5 天","3-5 araw",NA,NA,NA,NA,NA
2458,"S7",NA,"SUB5a.4","6-9 days","6-9 天","6-9 ngày","6-9 일","6～9 天","6-9 na araw",NA,NA,NA,NA,NA
2459,"S7",NA,"SUB5a.5","10-19 days","10-19 天","10-19 ngày","10-19 일","10～19 天","10-19 na araw",NA,NA,NA,NA,NA
2460,"S7",NA,"SUB5a.6","20-29 days","20-29 天","20-29 ngày","20-29 일","20～29 天","20-29 na araw",NA,NA,NA,NA,NA
2461,"S7",NA,"SUB5a.7","30 days","30 天","30 ngày","30 일","30 天","30 araw",NA,NA,NA,NA,NA
2462,"S7",NA,"SUB5a.8","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot",NA,NA,NA,NA,NA
2463,"S6",NA,"EMP0.","Employment","就业","Việc Làm","고용","就業","Trabaho",NA,NA,NA,NA,NA
2464,"S6","1","EMP5.","Are you currently working?","您目前是否有工作？","Hiện tại quý vị có việc làm không?","귀하는 현재 재직 중이신가요?","您目前是否有工作？","Kasalukuyan kayong bang nagtatrabaho?",NA,NA,NA,NA,NA
2465,"S6",NA,"EMP5.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
2466,"S6",NA,"EMP5.2","No","否","Không","아니요","否","Hindi","\jump{subsec:EMP2}",NA,NA,NA,NA
2467,"S6","2","EMP1a.","In the past 6 months, how often were you concerned about starting a new job?","在过去的6个月内，您有多常担忧开始一份新工作？","Trong 6 tháng qua, quý vị có thường xuyên lo lắng về việc bắt đầu một công việc mới?","지난 6개월 동안 새로운 일을 시작하는 것에 대해 얼마나 자주 걱정하셨습니까?","在過去 6 個月內，您多常擔憂開始一份新工作？","Sa nakalipas na 6 na buwan, gaano kadalas kayong nag-aalala sa pagsisimula ng bagong trabaho?",NA,NA,NA,NA,NA
2468,"S6",NA,"EMP1a.1","Almost all of the time","几乎一直","Hầu như mọi lúc","거의 항상","經常","Halos lahat ng oras",NA,NA,NA,NA,NA
2469,"S6",NA,"EMP1a.2","Most of the time","大部分时间","Phần lớn thời gian","대부분의 시간 동안","大部份時候","Karamihan ng oras",NA,NA,NA,NA,NA
2470,"S6",NA,"EMP1a.3","Some of the time","有时","Đôi lúc","일정 시간 동안","有時候","Minsan lang",NA,NA,NA,NA,NA
2471,"S6",NA,"EMP1a.4","A little of the time","很少","Một chút thời gian","약간의 시간 동안","很少","Kaunting oras lang",NA,NA,NA,NA,NA
2472,"S6",NA,"EMP1a.5","None of the time","没有一次","Không chút nào","걱정하지 않음","從來沒有","Wala",NA,NA,NA,NA,NA
2473,"S6","3","EMP1b.","In the past 6 months, how often were you concerned about job security?","在过去的6个月内，您有多常担忧职业保障？","Trong 6 tháng qua, quý vị có thường xuyên lo lắng về việc công việc làm ổn định?","지난 6개월 동안 귀하의 고용 안정성에 대해 얼마나 자주 걱정하셨습니까?","在過去 6 個月內，您多常擔憂就業保障？","Sa nakalipas na 6 na buwan, gaano kadalas kayong nag-aalala tungkol sa seguridad ng inyong trabaho?",NA,NA,NA,NA,NA
2474,"S6",NA,"EMP1b.1","Almost all of the time","几乎一直","Hầu như mọi lúc","거의 항상","經常","Halos lahat ng oras",NA,NA,NA,NA,NA
2475,"S6",NA,"EMP1b.2","Most of the time","大部分时间","Phần lớn thời gian","대부분의 시간 동안","大部份時候","Karamihan ng oras",NA,NA,NA,NA,NA
2476,"S6",NA,"EMP1b.3","Some of the time","有时","Đôi lúc","일정 시간 동안","有時候","Minsan lang",NA,NA,NA,NA,NA
2477,"S6",NA,"EMP1b.4","A little of the time","很少","Một chút thời gian","약간의 시간 동안","很少","Kaunting oras lang",NA,NA,NA,NA,NA
2478,"S6",NA,"EMP1b.5","None of the time","没有一次","Không chút nào","걱정하지 않음","從來沒有","Wala",NA,NA,NA,NA,NA
2479,"S6","4","EMP1c.","In the past 6 months, how often were you concerned about being laid-off or out of work?","在过去的6个月内，您有多常担忧被解雇或失业？","Trong 6 tháng qua, quý vị có thường xuyên lo lắng về việc bị sa thải hoặc mất việc?","지난 6개월 동안 해고 또는 실직/실업에 대해 얼마나 자주 걱정하셨습니까?","在過去 6 個月內，您多常擔憂被解僱或失業？","Sa nakalipas na 6 na buwan, gaano kadalas kayong nag-aalala na matanggal sa trabaho o mawalan ng trabaho?",NA,NA,NA,NA,NA
2480,"S6",NA,"EMP1c.1","Almost all of the time","几乎一直","Hầu như mọi lúc","거의 항상","經常","Halos lahat ng oras",NA,NA,NA,NA,NA
2481,"S6",NA,"EMP1c.2","Most of the time","大部分时间","Phần lớn thời gian","대부분의 시간 동안","大部份時候","Karamihan ng oras",NA,NA,NA,NA,NA
2482,"S6",NA,"EMP1c.3","Some of the time","有时","Đôi lúc","일정 시간 동안","有時候","Minsan lang",NA,NA,NA,NA,NA
2483,"S6",NA,"EMP1c.4","A little of the time","很少","Một chút thời gian","약간의 시간 동안","很少","Kaunting oras lang",NA,NA,NA,NA,NA
2484,"S6",NA,"EMP1c.5","None of the time","没有一次","Không chút nào","걱정하지 않음","從來沒有","Wala",NA,NA,NA,NA,NA
2485,"S6","5","EMP2.","What kind of business or industry do you work in? If you are not currently working, please tell us about your most recent job.","您从事什么种类的业务或行业？如果您目前没有工作，请告诉我们您最近的工作。","Quý vị đã làm việc trong loại hình kinh doanh hoặc ngành nghề nào? Nếu quý vị hiện không làm việc, vui lòng cho chúng tôi biết về công việc gần đây nhất của quý vị.","어떤 종류의 비즈니스 또는 산업에서 일하셨습니까? 현재 일하고 있지 않다면 가장 최근 직업에 대해 알려 주십시오.","您曾經從事什麼種類的業務或行業？如果您目前沒有工作，請告訴我們您最近的工作經歷。","Anong klaseng negosyo o industriya ang pinagtatrabahuhan ninyo? Kung hindi kayo kasalukuyang nagtatrabaho, maaari ba ninyong sabihin sa amin ang tungkol sa inyong pinakahuling trabaho.",NA,NA,NA,NA,NA
